ticker,adjusted_purchase_volume,estimated_purchase_volume,purchase_speculation,purchase_count,purchase_count_individual,purchase_days_ago,purchase_owner,purchase_confidence,adjusted_sale_volume,estimated_sale_volume,sale_speculation,sale_count,sale_count_individual,sale_days_ago,sale_owner,sale_confidence,date,volume_net,score,price_change
YEXT,3.0,24001.5,0,3,1,64.0,['Tom Malinowski'],1.2622222222222226,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,24001.5,3.95,0.5
CDW,1.0,8000.5,0,1,1,34.0,['Susie Lee'],1.229584415584416,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,2.08,1.44
SIRI,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,22.0,['Susie Lee'],-0.3095665634674922,2021-01-19,-8000.5,0.55,1.04
ONEQ,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,175000.5,0,1,1,15.0,['Thomas H Tuberville'],-0.209,2021-01-19,-175000.5,0.76,1.1
ALGN,2.0,16001.0,0,2,1,71.5,['Josh Gottheimer'],1.3391575091575088,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,2.44,0.89
ROP,2.0,16001.0,0,2,2,90.5,"['Dean Phillips', 'Donald Sternoff Beyer']",1.420395683453237,6.0,48003.0,0,6,4,59.17,"['Josh Gottheimer', 'Donald Sternoff Beyer', 'Susie Lee', 'Donald Sternoff Honorable Beyer']",-0.3095665634674922,2021-01-19,-32002.0,3.6,1.07
PBA,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,20.0,['Thomas R Carper'],-0.4800900900900903,2021-01-19,-8000.5,0.87,1.21
PII,1.0,8000.5,0,1,1,110.0,['Susie Lee'],1.229584415584416,2.0,16001.0,0,2,2,40.5,"['Susie Lee', 'Shelley M Capito']",-0.04833333333333336,2021-01-19,-8000.5,0.36,1.02
CFG,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,2,18.0,"['Dean Phillips', 'Kathy Manning']",-0.20642857142857146,2021-01-19,-16001.0,0.76,1.38
LDP,4.0,32002.0,0,4,1,89.0,['Thomas R Carper'],1.4087096774193544,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,32002.0,3.18,1.07
TSM,0.0,0.0,0,0,0,-1.0,[],0.0,4.0,32002.0,0,4,3,44.5,"['Josh Gottheimer', 'Peter Meijer', 'Katherine M. Clark']",-0.0050000000000000044,2021-01-19,-32002.0,0.03,1.01
DNB,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,27.5,['Susie Lee'],-0.3095665634674922,2021-01-19,-16001.0,1.01,0.8
DIS,2.0,16001.0,0,2,2,52.5,"['Donald Sternoff Beyer', 'Donald Sternoff Honorable Beyer']",1.420395683453237,4.0,32002.0,0,4,4,63.75,"['Frank Pallone', 'William Cassidy', 'Kathy Manning', 'Robert J. Wittman']",-0.152,2021-01-19,-16001.0,4.37,0.87
ABBV,6.878049870408438,121503.0,0,6,5,62.17,"['Richard W. Allen', 'Debbie Dingell', 'Thomas R Carper', 'Gilbert Cisneros', 'Bob Gibbs']",1.4868546637744027,1.0,8000.5,0,1,1,60.0,['Joseph D. Morelle'],-0.2746153846153846,2021-01-19,113502.5,11.57,1.26
PGR,2.0,16001.0,0,2,2,74.5,"['Cindy Axne', 'Robert J. Wittman']",1.2783333333333333,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,2.27,1.14
OKE,1.0,8000.5,0,1,1,67.0,['Kevin Hern'],1.4383333333333335,1.0,8000.5,0,1,1,92.0,['Susie Lee'],-0.3095665634674922,2021-01-19,0.0,1.64,1.47
BIIB,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,2,21.5,"['Christopher L. Jacobs', 'Gilbert Cisneros']",-0.3295238095238095,2021-01-19,-16001.0,1.18,0.84
TRUP,0.0,0.0,0,0,0,-1.0,[],0.0,1.416058394160584,175000.5,0,1,1,33.0,['Bradley S. Schneider'],-0.2,2021-01-19,-175000.5,0.43,0.79
CME,2.0,16001.0,0,2,2,61.0,"['Dean Phillips', 'Kathy Manning']",1.3870422535211273,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,3.21,1.23
NGG,2.0,16001.0,0,2,1,89.0,['Katherine M. Clark'],1.2383544303797467,1.0,8000.5,0,1,1,75.0,['Katherine M. Clark'],-0.3482142857142857,2021-01-19,8000.5,1.7,1.3
QYLD,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,82.0,['Dwight Evans'],-0.2225000000000001,2021-01-19,-8000.5,0.15,1.04
RPD,1.0,8000.5,0,1,1,56.0,['Gilbert Cisneros'],1.4868546637744027,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.87,1.03
META,5.0,40002.5,0,5,3,59.2,"['Dean Phillips', 'Gilbert Cisneros', 'John A. Yarmuth']",1.4868546637744027,2.0,16001.0,0,2,2,51.0,"['Josh Gottheimer', 'Gilbert Cisneros']",-0.41994252873563237,2021-01-19,24001.5,9.64,1.22
MCD,1.0,8000.5,0,1,1,95.0,['Kevin Hern'],1.4383333333333335,1.0,8000.5,0,1,1,15.0,['Christopher L. Jacobs'],-0.3295238095238095,2021-01-19,0.0,1.32,1.25
IRM,3.0,24001.5,0,3,2,54.67,"['Dean Phillips', 'Katherine M. Clark']",1.3870422535211273,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,24001.5,5.2,1.55
LII,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,98.0,['Greg Gianforte'],-0.21905882352941172,2021-01-19,-8000.5,0.08,1.04
BDX,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,61.0,['Kevin Hern'],-0.08000000000000002,2021-01-19,-8000.5,0.08,1.03
DIV,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,102.0,['Joe Courtney'],-0.3635555555555555,2021-01-19,-8000.5,0.11,1.24
ROK,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,89.0,['Josh Gottheimer'],-0.41994252873563237,2021-01-19,-8000.5,0.23,1.23
LH,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,34.0,['Susie Lee'],-0.3095665634674922,2021-01-19,-8000.5,0.48,1.21
GNRC,1.0,8000.5,0,1,1,85.0,['James R. Langevin'],1.3741666666666668,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,0.93,1.09
JKHY,1.0,8000.5,0,1,1,118.0,['Dean Phillips'],1.3870422535211273,2.0,16001.0,0,2,2,65.0,"['Dean Phillips', 'Greg Gianforte']",-0.21905882352941172,2021-01-19,-8000.5,0.46,1.08
AAPL,10.365671641791046,280004.0,0,8,6,62.62,"['Donald Sternoff Beyer', 'Marie Newman', 'K. Michael Conaway', 'Dean Phillips', 'Michael Garcia', 'James R. Langevin']",1.420395683453237,16.20353982300885,988007.0,0,14,9,57.43,"['William Cassidy', 'Nancy Pelosi', 'Thomas R Carper', 'Joseph D. Morelle', 'Donald Sternoff Honorable Beyer', 'Kathy Manning', 'Christopher L. Jacobs', 'Katherine M. Clark', 'Joe Courtney']",-0.138,2021-01-19,-708003.0,18.27,1.31
CEF,2.0,16001.0,0,2,1,60.0,['Thomas R Carper'],1.4087096774193544,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,3.19,0.97
NTDOY,1.0,8000.5,0,1,1,49.0,['Greg Gianforte'],1.6423423423423418,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,2.29,0.74
WCC,3.0,24001.5,0,3,1,19.33,['Susie Lee'],1.229584415584416,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,24001.5,6.97,1.46
SITE,0.0,0.0,0,0,0,-1.0,[],0.0,3.0,24001.5,0,3,2,57.67,"['Josh Gottheimer', 'Gilbert Cisneros']",-0.41994252873563237,2021-01-19,-24001.5,1.38,1.18
IAU,1.0,8000.5,0,1,1,77.0,['Donald Sternoff Beyer'],1.420395683453237,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.19,1.0
LESL,2.0,16001.0,0,2,1,6.5,['Susie Lee'],1.229584415584416,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,5.31,0.71
ARKG,1.0,8000.5,0,1,1,82.0,['Dwight Evans'],1.3625,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.0,0.43
CYRX,2.0,16001.0,0,2,1,70.5,['Donald Sternoff Beyer'],1.420395683453237,2.0,16001.0,0,2,2,61.5,"['Josh Gottheimer', 'Gilbert Cisneros']",-0.41994252873563237,2021-01-19,0.0,3.52,0.67
KPELY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,67.0,['Greg Gianforte'],-0.21905882352941172,2021-01-19,-8000.5,0.21,0.92
K,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,28.0,['Gilbert Cisneros'],-0.49313624678663226,2021-01-19,-8000.5,0.82,1.18
VZ,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,8.0,['Donald Sternoff Honorable Beyer'],-0.4259999999999999,2021-01-19,-8000.5,0.87,0.98
FLCO,1.0,8000.5,0,1,1,95.0,['Joe Courtney'],1.1812000000000002,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,0.56,0.96
NTLA,3.0,24001.5,0,3,2,60.67,"['Donald Sternoff Beyer', 'Thomas R Carper']",1.420395683453237,1.0,8000.5,0,1,1,4.0,['Donald Sternoff Honorable Beyer'],-0.4259999999999999,2021-01-19,16001.0,5.73,1.0
SU,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,61.0,['Kevin Hern'],-0.08000000000000002,2021-01-19,-8000.5,0.08,1.61
CHE,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,98.0,['Greg Gianforte'],-0.21905882352941172,2021-01-19,-8000.5,0.08,0.9
WW,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,60.0,['Thomas R Carper'],-0.4800900900900903,2021-01-19,-16001.0,1.0,0.53
IEFA,1.0,8000.5,0,1,1,102.0,['Joe Courtney'],1.1812000000000002,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,0.4,1.07
MU,4.0,32002.0,0,4,1,91.0,['Dean Phillips'],1.3870422535211273,1.0,8000.5,0,1,1,4.0,['Kathy Manning'],-0.20642857142857146,2021-01-19,24001.5,3.36,1.06
FANG,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,111.0,['Lois Frankel'],-0.44239999999999996,2021-01-19,-8000.5,0.06,2.14
DKNG,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,0.0,['Alan S. Lowenthal'],-0.3303125000000002,2021-01-19,-8000.5,0.72,0.42
AMRC,2.0,16001.0,0,2,1,24.5,['Susie Lee'],1.229584415584416,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,4.46,0.9
ADBE,2.1467065868263475,40501.0,0,2,1,40.0,['Gilbert Cisneros'],1.4868546637744027,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,40501.0,4.81,1.13
FIVE,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,2,68.0,"['Josh Gottheimer', 'Gilbert Cisneros']",-0.41994252873563237,2021-01-19,-16001.0,0.78,0.91
BL,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,8.0,['Tom Malinowski'],-0.5020833333333333,2021-01-19,-8000.5,1.02,0.68
ALNY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,67.0,['Josh Gottheimer'],-0.41994252873563237,2021-01-19,-8000.5,0.4,0.82
DMTK,1.0,8000.5,0,1,1,8.0,['Tom Malinowski'],1.2622222222222226,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,2.79,0.32
VRSN,1.0,8000.5,0,1,1,118.0,['Dean Phillips'],1.3870422535211273,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,0.03,1.1
SKX,0.0,0.0,0,0,0,-1.0,[],0.0,3.0,24001.5,0,3,1,79.67,['Katherine M. Clark'],-0.3482142857142857,2021-01-19,-24001.5,0.72,1.2
IWN,4.0,32002.0,0,4,2,69.0,"['Alan S. Lowenthal', 'Greg Gianforte']",1.6423423423423418,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,32002.0,6.31,1.14
BMY,2.0,16001.0,0,2,2,37.5,"['Thomas R Carper', 'Rick Larsen']",1.4087096774193544,2.0,16001.0,0,2,1,89.0,['Katherine M. Clark'],-0.3482142857142857,2021-01-19,0.0,4.94,1.0
NKE,2.0,16001.0,0,2,1,70.0,['Donald Sternoff Beyer'],1.420395683453237,1.0,8000.5,0,1,1,116.0,['Gilbert Cisneros'],-0.49313624678663226,2021-01-19,8000.5,2.69,1.05
DELL,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,110.0,['Susie Lee'],-0.3095665634674922,2021-01-19,-8000.5,0.05,1.53
RHHBF,1.0,8000.5,0,1,1,60.0,['Donald Sternoff Beyer'],1.420395683453237,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.67,1.24
AXP,5.0,40002.5,0,5,3,81.0,"['John A. Yarmuth', 'Robert J. Wittman', 'Lois Frankel']",1.3404166666666668,1.0,8000.5,0,1,1,6.0,['Lois Frankel'],-0.44239999999999996,2021-01-19,32002.0,5.84,1.29
PPBI,2.0,16001.0,0,2,2,88.5,"['Josh Gottheimer', 'Gilbert Cisneros']",1.4868546637744027,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,1.81,1.26
EQNR,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,7.0,['Michael K. Simpson'],-0.14523809523809525,2021-01-19,-16001.0,0.58,1.48
TFX,3.0,24001.5,0,3,1,41.0,['Susie Lee'],1.229584415584416,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,24001.5,5.46,0.87
CVS,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,75.0,['William Cassidy'],-0.2097222222222222,2021-01-19,-8000.5,0.17,1.41
PAVE,2.0,16001.0,0,2,1,40.0,['David P. Joyce'],1.1173684210526316,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,3.39,1.2
CRARY,1.0,8000.5,0,1,1,67.0,['Greg Gianforte'],1.6423423423423418,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.7,1.33
HII,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,20.0,['Dwight Evans'],-0.2225000000000001,2021-01-19,-8000.5,0.4,1.16
CSCO,1.0,8000.5,0,1,1,32.0,['Dean Phillips'],1.3870422535211273,1.0,8000.5,0,1,1,75.0,['William Cassidy'],-0.2097222222222222,2021-01-19,0.0,2.57,1.34
POR,1.0,8000.5,0,1,1,50.0,['Lois Frankel'],1.2842222222222226,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.77,1.3
SDOG,1.1467065868263473,32500.5,0,1,1,4.0,['Thomas H Tuberville'],1.5818181818181818,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,32500.5,4.09,1.24
BSX,2.0,16001.0,0,2,2,99.5,"['Robert J. Wittman', 'Lois Frankel']",1.2842222222222226,1.0,8000.5,0,1,1,32.0,['Dean Phillips'],-0.4117708333333335,2021-01-19,8000.5,1.65,1.21
ABMD,2.0,16001.0,0,2,1,23.0,['Gilbert Cisneros'],1.4868546637744027,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,5.48,0.9
TECH,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,98.0,['Greg Gianforte'],-0.21905882352941172,2021-01-19,-8000.5,0.08,1.08
GILD,1.0,8000.5,0,1,1,118.0,['Dean Phillips'],1.3870422535211273,2.0,16001.0,0,2,2,30.0,"['Dean Phillips', 'Gilbert Cisneros']",-0.4117708333333335,2021-01-19,-8000.5,1.37,1.07
CNS,1.0,8000.5,0,1,1,67.0,['Gilbert Cisneros'],1.4868546637744027,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.54,1.23
ECL,2.0,16001.0,0,2,2,51.5,"['Donald Sternoff Beyer', 'Donald Sternoff Honorable Beyer']",1.420395683453237,3.0,24001.5,0,3,3,39.0,"['Christopher L. Jacobs', 'Donald Sternoff Beyer', 'Susie Lee']",-0.3095665634674922,2021-01-19,-8000.5,5.18,1.0
SNPS,2.0,16001.0,0,2,1,60.0,['Thomas R Carper'],1.4087096774193544,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,3.19,1.16
WY,0.0,0.0,0,0,0,-1.0,[],0.0,1.401197604790419,75000.5,0,1,1,15.0,['Thomas H Tuberville'],-0.209,2021-01-19,-75000.5,0.54,1.24
ILMN,1.0,8000.5,0,1,1,63.0,['Donald Sternoff Beyer'],1.420395683453237,1.0,8000.5,0,1,1,74.0,['Josh Gottheimer'],-0.41994252873563237,2021-01-19,0.0,1.93,0.99
FDX,1.0,8000.5,0,1,1,64.0,['Josh Gottheimer'],1.3391575091575088,2.0,16001.0,0,2,2,7.5,"['Patrick Fallon', 'Josh Gottheimer']",0.01299999999999999,2021-01-19,-8000.5,1.41,1.02
HUBS,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,2,114.5,"['Josh Gottheimer', 'Gilbert Cisneros']",-0.41994252873563237,2021-01-19,-16001.0,0.05,1.17
CSTL,2.0,16001.0,0,2,2,28.0,"['Josh Gottheimer', 'Gilbert Cisneros']",1.4868546637744027,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,5.39,0.42
OIH,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,62.0,['Michael Garcia'],-0.672,2021-01-19,-8000.5,0.7,1.25
IWM,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,44.5,['David P. Joyce'],-0.301,2021-01-19,-16001.0,0.8,0.97
ARW,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,15.0,['Christopher L. Jacobs'],-0.3295238095238095,2021-01-19,-8000.5,0.63,1.22
WMT,2.0,16001.0,0,2,2,4.5,"['Marie Newman', 'Kathy Manning']",1.226111111111111,1.0,8000.5,0,1,1,75.0,['William Cassidy'],-0.2097222222222222,2021-01-19,8000.5,5.76,1.02
BUD,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,67.0,['Greg Gianforte'],-0.21905882352941172,2021-01-19,-8000.5,0.21,0.97
DAIUF,2.0,16001.0,0,2,1,68.5,['Donald Sternoff Beyer'],1.420395683453237,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,2.75,1.0
RCI,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,77.0,['Gilbert Cisneros'],-0.49313624678663226,2021-01-19,-8000.5,0.37,1.09
HUM,1.0,8000.5,0,1,1,82.0,['John A. Yarmuth'],1.3404166666666668,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,0.99,0.93
HSBC,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,89.0,['Katherine M. Clark'],-0.3482142857142857,2021-01-19,-16001.0,0.36,1.29
HRL,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,15.0,['Christopher L. Jacobs'],-0.3295238095238095,2021-01-19,-8000.5,0.63,1.12
TJX,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,96.0,['Alan S. Lowenthal'],-0.3303125000000002,2021-01-19,-8000.5,0.13,1.03
WFC,3.0,24001.5,0,3,3,64.33,"['Dean Phillips', 'A. Mitchell McConnell, Jr.', 'Gilbert Cisneros']",1.4868546637744027,6.0,64502.5,0,5,3,44.8,"['Cindy Axne', 'Josh Gottheimer', 'Shelley M Capito']",-0.04833333333333336,2021-01-19,-40501.0,5.24,1.73
LKQ,1.0,8000.5,0,1,1,109.0,['Susie Lee'],1.229584415584416,1.0,8000.5,0,1,1,68.0,['Susie Lee'],-0.3095665634674922,2021-01-19,0.0,0.53,1.48
PSIX,1.0,8000.5,0,1,1,60.0,['Tom Malinowski'],1.2622222222222226,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,1.48,0.64
ROKU,0.0,0.0,0,0,0,-1.0,[],0.0,3.0,24001.5,0,3,1,70.33,['Gilbert Cisneros'],-0.49313624678663226,2021-01-19,-24001.5,1.26,0.38
MTX,3.0,24001.5,0,3,2,98.67,"['Josh Gottheimer', 'Gilbert Cisneros']",1.4868546637744027,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,24001.5,1.76,1.09
COP,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,15.0,['Christopher L. Jacobs'],-0.3295238095238095,2021-01-19,-8000.5,0.63,1.96
ALL,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,32500.5,0,1,1,27.0,['Judy Chu'],-0.01100000000000001,2021-01-19,-32500.5,0.02,1.13
AEG,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,67.0,['Greg Gianforte'],-0.21905882352941172,2021-01-19,-8000.5,0.21,1.36
FMX,1.0,8000.5,0,1,1,8.0,['Josh Gottheimer'],1.3391575091575088,1.0,8000.5,0,1,1,39.0,['Josh Gottheimer'],-0.41994252873563237,2021-01-19,0.0,3.58,1.1
F,1.0,8000.5,0,1,1,27.0,['Austin Scott'],1.8089999999999997,2.0,16001.0,0,2,2,58.5,"['Christopher L. Jacobs', 'Joe Courtney']",-0.3295238095238095,2021-01-19,-8000.5,4.04,2.25
BLDP,1.0,8000.5,0,1,1,43.0,['Austin Scott'],1.8089999999999997,1.0,8000.5,0,1,1,41.0,['Austin Scott'],-0.5638461538461538,2021-01-19,0.0,3.54,0.29
AMT,2.0,16001.0,0,2,2,29.5,"['Cindy Axne', 'Shelley M Capito']",1.2474999999999996,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,16001.0,4.45,1.17
NVS,1.0,8000.5,0,1,1,63.0,['Donald Sternoff Beyer'],1.420395683453237,3.0,24001.5,0,3,2,73.33,"['Alan S. Lowenthal', 'Donald Sternoff Beyer']",-0.3303125000000002,2021-01-19,-16001.0,2.39,0.96
TLT,1.0,8000.5,0,1,1,102.0,['Joe Courtney'],1.1812000000000002,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,0.4,0.94
VRM,1.0,8000.5,0,1,1,11.0,"['William F Hagerty, IV']",0.027000000000000003,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,8000.5,0.06,0.2
KO,3.0,24001.5,0,3,2,49.67,"['Lloyd Doggett', 'Peter Meijer']",1.2288235294117644,0.0,0.0,0,0,0,-1.0,[],0.0,2021-01-19,24001.5,4.97,1.3
AMZN,3.0,24001.5,0,3,3,66.33,"['Dean Phillips', 'Ed Perlmutter', 'Gilbert Cisneros']",1.4868546637744027,3.0,24001.5,0,3,3,50.0,"['Patrick Fallon', 'Joseph D. Morelle', 'Dwight Evans']",0.01299999999999999,2021-01-19,0.0,4.63,1.0
DUK,1.0,8000.5,0,1,1,8.0,['Marie Newman'],0.8450000000000001,1.0,8000.5,0,1,1,4.0,['Marie Newman'],-0.177,2021-01-19,0.0,2.24,1.18
HBI,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,60.0,['Thomas R Carper'],-0.4800900900900903,2021-01-19,-16001.0,1.0,1.1
UPS,1.0,8000.5,0,1,1,35.0,['Josh Gottheimer'],1.3391575091575088,2.0,16001.0,0,2,2,69.5,"['Peter Welch', 'William Cassidy']",-0.1848,2021-01-19,-8000.5,2.57,1.33
AHCO,4.0,32002.0,0,4,1,51.75,['Susie Lee'],1.1889534883720936,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,32002.0,5.85,0.47
SJM,1.0,8000.5,0,1,1,58.0,['Marjorie Taylor Greene'],0.955,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,8000.5,1.14,1.04
PLD,1.0,8000.5,0,1,1,15.0,['John A. Yarmuth'],1.1994117647058824,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,8000.5,2.43,1.63
GPK,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,36.0,['Susie Lee'],-0.29030726256983236,2021-03-20,-8000.5,0.45,1.13
MTCH,1.0,8000.5,0,1,1,11.0,['Kathy Manning'],1.1934999999999998,1.0,8000.5,0,1,1,32.0,['Peter Meijer'],-0.12370860927152322,2021-03-20,0.0,2.71,0.67
SGIOY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,31.0,['Peter Meijer'],-0.12370860927152322,2021-03-20,-8000.5,0.2,1.15
ORCL,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,32500.5,0,1,1,36.0,['Mary Gay Scanlon'],-0.049,2021-03-20,-32500.5,0.15,1.25
SMFKY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,37.0,['John Rutherford'],-0.13217391304347825,2021-03-20,-8000.5,0.2,1.03
ALGM,2.0,16001.0,0,2,1,39.5,['Susie Lee'],1.1889534883720936,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,16001.0,3.53,1.13
INTU,2.0,16001.0,0,2,2,33.5,"['William R. Keating', 'Kathy Manning']",1.1934999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,16001.0,3.99,1.26
CTRM,1.0,8000.5,0,1,1,4.0,['Mark Dr Green'],0.24,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,8000.5,0.54,0.18
IPWR,1.3656716417910448,32500.5,0,1,1,86.0,['Brian Mast'],0.55,1.3656716417910448,32500.5,0,1,1,32.0,['Brian Mast'],0.258,2021-03-20,0.0,-0.08,0.59
AEP,2.0,16001.0,0,2,1,80.0,['Gary C Peters'],1.1085714285714288,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,16001.0,1.64,1.16
INCY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,88.0,['Gilbert Cisneros'],-0.49313624678663226,2021-03-20,-8000.5,0.29,0.95
UNP,1.0,8000.5,0,1,1,115.0,['Rick Larsen'],0.21200000000000002,1.0,8000.5,0,1,1,32.0,['Peter Meijer'],-0.12370860927152322,2021-03-20,0.0,0.22,1.26
LYB,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,32.0,['Peter Meijer'],-0.12370860927152322,2021-03-20,-8000.5,0.2,1.0
RBCAA,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,120.0,['James Comer'],-0.20099999999999998,2021-03-20,-8000.5,0.44,1.03
AIO,1.0,8000.5,0,1,1,68.0,['Kevin Hern'],1.416206896551724,0.0,0.0,0,0,0,-1.0,[],0.0,2021-03-20,8000.5,1.42,0.99
PDS,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,67.0,['Michael K. Simpson'],-0.14523809523809525,2021-03-20,-16001.0,0.28,2.86
