ticker,adjusted_purchase_volume,estimated_purchase_volume,purchase_speculation,purchase_count,purchase_count_individual,purchase_days_ago,purchase_owner,purchase_confidence,adjusted_sale_volume,estimated_sale_volume,sale_speculation,sale_count,sale_count_individual,sale_days_ago,sale_owner,sale_confidence,date,volume_net,score,price_change
NEE,4.0,32002.0,0,4,1,110.5,['Shelley M Capito'],1.1405223880597013,0.0,0.0,0,0,0,-1.0,[],0.0,2018-08-03,32002.0,10.17,1.27
NVS,2.0,16001.0,0,2,1,101.0,['Shelley M Capito'],1.1405223880597013,0.0,0.0,0,0,0,-1.0,[],0.0,2018-08-03,16001.0,0.45,1.27
CVX,4.0,32002.0,0,4,1,110.5,['Shelley M Capito'],1.1405223880597013,0.0,0.0,0,0,0,-1.0,[],0.0,2018-08-03,32002.0,10.17,1.01
T,6.182561307901907,115003.0,0,6,3,88.33,"['Sheldon Whitehouse', 'Shelley M Capito', 'John Hoeven']",1.1998501872659182,2.1825613079019073,83001.0,0,2,2,90.0,"['Thomas Suozzi', 'John Hoeven']",-0.11722222222222224,2018-08-03,32002.0,3.56,1.15
NFLX,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,16.0,['Christopher A Coons'],-0.01299999999999999,2018-08-03,-8000.5,0.03,0.93
IBM.MX,1.0,8000.5,0,1,1,101.0,['Shelley M Capito'],1.1405223880597013,0.0,0.0,0,0,0,-1.0,[],0.0,2018-08-03,8000.5,0.24,1.05
AMZN,3.1825613079019073,107501.0,0,2,2,75.5,"['Sheldon Whitehouse', 'John Hoeven']",1.1998501872659182,0.0,0.0,0,0,0,-1.0,[],0.0,2018-08-03,107501.0,2.74,1.0
APD,2.0,16001.0,0,2,1,101.0,['Shelley M Capito'],1.1405223880597013,0.0,0.0,0,0,0,-1.0,[],0.0,2018-08-03,16001.0,0.45,1.43
LOW,4.0,32002.0,0,4,1,110.5,['Shelley M Capito'],1.1405223880597013,1.0,8000.5,0,1,1,102.0,['William Cassidy'],-0.12886792452830192,2018-08-03,24001.5,10.21,1.04
KHC,1.0,8000.5,0,1,1,51.0,['Sheldon Whitehouse'],1.1998501872659182,2.0,16001.0,0,2,1,101.0,['Shelley M Capito'],0.013870967741935475,2018-08-03,-8000.5,1.55,0.52
UPS,1.0,8000.5,0,1,1,102.0,['William Cassidy'],1.1406153846153846,0.0,0.0,0,0,0,-1.0,[],0.0,2018-08-03,8000.5,0.21,1.02
MLM,2.7313432835820897,65001.0,0,2,1,0.5,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,65001.0,6.81,1.42
TMO,1.0,8000.5,0,1,1,120.0,['Susan M Collins'],1.057037037037037,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,2.68,1.13
PG,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,70.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,-8000.5,0.22,1.48
INTC,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,97.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,-8000.5,0.1,1.05
IP,2.0,75000.5,0,1,1,1.0,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,75000.5,4.96,0.82
ON,1.0,8000.5,0,1,1,111.0,['Sheldon Whitehouse'],1.1956159420289865,1.0,8000.5,0,1,1,4.0,['Sheldon Whitehouse'],-0.07115384615384616,2018-10-02,0.0,0.47,0.97
XOM,1.0,8000.5,0,1,1,69.0,['Thomas Suozzi'],1.1043999999999998,1.0,8000.5,0,1,1,69.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,0.0,1.41,0.81
WTW,1.4550408719346049,175000.5,0,1,1,68.0,['John Hoeven'],1.1061333333333339,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,175000.5,1.65,1.31
BRK-B,1.0,8000.5,0,1,1,57.0,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,1.59,0.94
SBUX,0.0,0.0,0,0,0,-1.0,[],0.0,1.0006534727408514,32500.5,0,1,1,0.0,['Susan M Collins'],0.03421874999999998,2018-10-02,-32500.5,-0.12,1.55
CAT,1.1825613079019073,75000.5,0,1,1,60.0,['John Hoeven'],1.1061333333333339,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,75000.5,1.6,0.8
SURG,1.0,8000.5,0,1,1,82.0,['Brenda Lulenar Lawrence'],0.761,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.61,0.92
PYPL,1.0,8000.5,0,1,1,118.0,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.05,1.15
STZ,1.0006534727408514,32500.5,0,1,1,106.0,['Susan M Collins'],1.057037037037037,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,32500.5,0.31,0.99
CI,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,69.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,-8000.5,0.22,0.71
UNFI,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,67.0,['John F Reed'],-0.06147540983606559,2018-10-02,-8000.5,0.1,0.27
PEP,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,106.0,['Susan M Collins'],0.03421874999999998,2018-10-02,-8000.5,-0.01,1.27
IBM,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,97.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,-8000.5,0.1,0.97
CB,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,35.0,"['Angus S King, Jr.']",-0.03416666666666668,2018-10-02,-8000.5,0.08,1.2
BTO,1.0,8000.5,0,1,1,111.0,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.23,0.91
BABA,2.0,16001.0,0,2,1,76.5,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,16001.0,2.05,1.03
MDLZ,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,56.0,['Ladda Tammy Duckworth'],0.009999999999999997,2018-10-02,-8000.5,-0.02,1.28
WBA,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,56.0,['Ladda Tammy Duckworth'],0.009999999999999997,2018-10-02,-8000.5,-0.02,0.74
PFE,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,120.0,['Susan M Collins'],0.03421874999999998,2018-10-02,-8000.5,-0.12,0.81
WGO,1.3656716417910448,32500.5,0,1,1,0.0,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,32500.5,3.61,1.22
ENB,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,69.0,['Shelley M Capito'],0.012553191489361692,2018-10-02,-8000.5,-0.02,1.06
VZ,3.0,24001.5,0,3,1,65.0,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,24001.5,3.51,1.13
CCK,2.0,75000.5,0,1,1,0.0,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,75000.5,5.01,1.27
AMD,1.0,8000.5,0,1,1,22.0,['Brenda Lulenar Lawrence'],0.761,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,1.57,0.98
C,1.0,8000.5,0,1,1,118.0,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.05,0.95
DAL,1.0,8000.5,0,1,1,118.0,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.05,1.02
ED,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,89.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,-8000.5,0.14,1.25
VAIAF,1.0,8000.5,0,1,1,78.0,['Peter Welch'],0.07500000000000001,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.07,1.09
SUP,2.7313432835820897,65001.0,0,2,1,0.5,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,65001.0,6.81,0.17
DHR,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,89.0,['John F Reed'],-0.06147540983606559,2018-10-02,-8000.5,0.06,1.27
QCOM,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,5.0,['Shelley M Capito'],0.012553191489361692,2018-10-02,-8000.5,-0.04,1.05
GS,2.0,16001.0,0,2,1,76.5,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,16001.0,2.05,0.89
BA,1.0,8000.5,0,1,1,118.0,['Sheldon Whitehouse'],1.1956159420289865,1.0,8000.5,0,1,1,117.0,['Shelley M Capito'],0.012553191489361692,2018-10-02,0.0,0.05,0.97
MO,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,1.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,-8000.5,0.52,0.7
SLB,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,120.0,['Susan M Collins'],0.03421874999999998,2018-10-02,-8000.5,-0.12,0.54
GM,1.0,8000.5,0,1,1,97.0,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.54,1.08
NKE,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,35.0,"['Angus S King, Jr.']",-0.03416666666666668,2018-10-02,-8000.5,0.08,1.12
LRCX,2.0,16001.0,0,2,1,76.5,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,16001.0,2.05,1.55
CVS,1.1825613079019073,75000.5,0,1,1,117.0,['John Hoeven'],1.1061333333333339,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,75000.5,0.08,0.8
CUTR,0.0,0.0,0,0,0,-1.0,[],0.0,2.455040871934605,183001.0,0,2,1,33.0,['Tina Smith'],-0.05099999999999998,2018-10-02,-183001.0,0.26,0.94
CSCO,1.0,8000.5,0,1,1,1.0,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,2.77,0.98
D,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,97.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,-8000.5,0.1,1.18
GILD,1.0,8000.5,0,1,1,7.0,['Shelley M Capito'],1.138074074074074,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,2.71,0.81
NSRGY,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,113.0,['Susan M Collins'],0.03421874999999998,2018-10-02,-16001.0,-0.01,1.26
GE,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,56.0,['Ladda Tammy Duckworth'],0.009999999999999997,2018-10-02,-8000.5,-0.02,0.72
UNH,2.0,16001.0,0,2,1,120.0,['Susan M Collins'],1.057037037037037,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,16001.0,5.0,0.81
WY,1.3656716417910448,32500.5,0,1,1,1.0,['Thomas Suozzi'],1.1043999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,32500.5,3.58,0.88
CMCSA,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,120.0,['Susan M Collins'],0.03421874999999998,2018-10-02,-8000.5,-0.12,1.26
FDX,1.1825613079019073,75000.5,0,1,1,13.0,['John Hoeven'],1.1061333333333339,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,75000.5,2.86,0.6
MET,1.1825613079019073,75000.5,0,1,1,117.0,['John Hoeven'],1.1061333333333339,1.0,8000.5,0,1,1,69.0,['Thomas Suozzi'],-0.14999999999999997,2018-10-02,67000.0,0.3,0.99
PODD,0.0,0.0,0,0,0,-1.0,[],0.0,3.066757493188011,407501.0,0,2,1,33.0,['Tina Smith'],-0.05099999999999998,2018-10-02,-407501.0,0.3,1.54
WMT,6.365671641791045,89002.5,0,5,3,56.8,"['Thomas Suozzi', 'Richard W. Allen', 'Sheldon Whitehouse']",1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,89002.5,9.28,1.25
WAB,1.0,8000.5,0,1,1,5.0,['Shelley M Capito'],1.138074074074074,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,2.76,0.64
MCHP,0.0,0.0,0,0,0,-1.0,[],0.0,4.0,65001.0,0,2,1,85.0,['Sheldon Whitehouse'],-0.07115384615384616,2018-10-02,-65001.0,0.21,1.19
WFC,1.0,8000.5,0,1,1,26.0,"['A. Mitchell McConnell, Jr.']",0.475,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.94,0.97
F,1.0,8000.5,0,1,1,25.0,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,2.4,1.0
BAYZF,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,117.0,['Richard W. Allen'],0.004999999999999983,2018-10-02,-8000.5,-0.0,0.8
MRK,1.0,8000.5,0,1,1,120.0,['Susan M Collins'],1.057037037037037,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,2.68,1.17
RPM,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,7.0,['Daniel S Sullivan'],-0.040000000000000015,2018-10-02,-8000.5,0.13,1.08
T,4.182561307901907,99002.0,0,4,2,75.0,"['Sheldon Whitehouse', 'John Hoeven']",1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,99002.0,4.41,1.19
NFLX,1.0,8000.5,0,1,1,40.0,['Christopher A Coons'],0.08900000000000001,1.0,8000.5,0,1,1,76.0,['Christopher A Coons'],-0.01299999999999999,2018-10-02,0.0,0.17,0.71
AMZN,1.0006534727408514,32500.5,0,1,1,0.0,['Susan M Collins'],1.057037037037037,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,32500.5,2.68,0.87
KHC,1.0,8000.5,0,1,1,111.0,['Sheldon Whitehouse'],1.1956159420289865,0.0,0.0,0,0,0,-1.0,[],0.0,2018-10-02,8000.5,0.23,0.5
MLM,2.7313432835820897,65001.0,0,2,1,60.5,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,65001.0,3.43,1.44
CGC,1.0,8000.5,0,1,1,39.0,['Brenda Lulenar Lawrence'],0.8099999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.51,0.56
INCY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,19.0,['Shelley M Capito'],-0.00020408163265307047,2018-12-01,-8000.5,0.0,1.46
IP,2.0,75000.5,0,1,1,61.0,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,75000.5,2.51,1.05
ON,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,64.0,['Sheldon Whitehouse'],-0.06925,2018-12-01,-8000.5,0.09,1.15
WTW,2.1335149863760217,65001.0,0,2,1,24.0,['John Hoeven'],1.1088311688311692,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,65001.0,4.7,1.25
BRK-B,1.0,8000.5,0,1,1,117.0,['Sheldon Whitehouse'],1.1961510791366916,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,0.08,1.01
MTUM,1.0,8000.5,0,1,1,51.0,['John N Kennedy'],0.11200000000000002,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,0.18,1.16
SBUX,0.0,0.0,0,0,0,-1.0,[],0.0,1.0006534727408514,32500.5,0,1,1,60.0,['Susan M Collins'],0.028636363636363616,2018-12-01,-32500.5,-0.04,1.31
CAT,1.1825613079019073,75000.5,0,1,1,120.0,['John Hoeven'],1.1088311688311692,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,75000.5,3.4,1.1
GIS,1.0,8000.5,0,1,1,22.0,['Gary C Peters'],1.0928000000000002,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,2.47,1.32
SHECY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,18.0,['Shelley M Capito'],-0.00020408163265307047,2018-12-01,-8000.5,0.0,1.22
AAPL,1.0,8000.5,0,1,1,38.0,['Christopher A Coons'],0.20100000000000004,1.0,8000.5,0,1,1,26.0,['Christopher A Coons'],-0.028999999999999995,2018-12-01,0.0,0.45,1.52
IBM,0.0,0.0,0,0,0,-1.0,[],0.0,3.0,24001.5,0,3,2,8.67,"['Sheldon Whitehouse', 'Shelley M Capito']",-0.00020408163265307047,2018-12-01,-24001.5,0.0,1.13
CB,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,95.0,"['Angus S King, Jr.']",0.0007692307692307614,2018-12-01,-8000.5,-0.0,1.16
TEL,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,11.0,['Richard W. Allen'],-0.02300000000000002,2018-12-01,-8000.5,0.06,1.24
BABA,1.0,8000.5,0,1,1,95.0,['Sheldon Whitehouse'],1.1961510791366916,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,0.69,1.25
MDLZ,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,116.0,['Ladda Tammy Duckworth'],0.009999999999999997,2018-12-01,-8000.5,-0.03,1.2
WBA,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,116.0,['Ladda Tammy Duckworth'],0.009999999999999997,2018-12-01,-8000.5,-0.03,0.73
WGO,2.365671641791045,40501.0,0,2,1,53.5,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,40501.0,3.39,1.96
VZ,1.0,8000.5,0,1,1,61.0,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.44,1.04
CCK,2.0,75000.5,0,1,1,60.0,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,75000.5,2.55,1.48
AMD,1.0,8000.5,0,1,1,82.0,['Brenda Lulenar Lawrence'],0.8099999999999998,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,0.71,1.85
JPM,1.0,8000.5,0,1,1,46.0,['Shelley M Capito'],1.1370695970695972,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.94,1.22
HOLX,1.0,8000.5,0,1,1,3.0,['John F Reed'],1.2031481481481483,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,3.25,1.16
SUP,5.73134328358209,89002.5,0,5,1,43.2,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,89002.5,9.01,0.41
QCOM,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,1,33.5,['Shelley M Capito'],-0.00020408163265307047,2018-12-01,-16001.0,0.0,1.51
GS,1.0,8000.5,0,1,1,95.0,['Sheldon Whitehouse'],1.1961510791366916,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,0.69,1.19
MO,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,61.0,['Thomas Suozzi'],-0.14999999999999997,2018-12-01,-8000.5,0.21,0.97
SLB,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,45.0,"['Angus S King, Jr.']",0.0007692307692307614,2018-12-01,-8000.5,-0.0,0.86
NKE,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,95.0,"['Angus S King, Jr.']",0.0007692307692307614,2018-12-01,-8000.5,-0.0,1.26
LRCX,2.0,16001.0,0,2,1,66.0,['Sheldon Whitehouse'],1.1961510791366916,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,16001.0,2.71,1.77
HON,0.0,0.0,0,0,0,-1.0,[],0.0,1.0006534727408514,32500.5,0,1,1,46.0,['Susan M Collins'],0.028636363636363616,2018-12-01,-32500.5,-0.05,1.25
CUTR,0.0,0.0,0,0,0,-1.0,[],0.0,2.455040871934605,183001.0,0,2,1,93.0,['Tina Smith'],-0.05099999999999998,2018-12-01,-183001.0,0.06,1.89
CSCO,1.0,8000.5,0,1,1,61.0,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.44,0.97
JNJ,1.0,8000.5,0,1,1,45.0,['Shelley M Capito'],1.1370695970695972,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.97,0.96
GILD,1.0,8000.5,0,1,1,67.0,['Shelley M Capito'],1.1370695970695972,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.39,0.97
GE,0.0,0.0,0,0,0,-1.0,[],0.0,2.0,16001.0,0,2,2,74.0,"['Gary C Peters', 'Ladda Tammy Duckworth']",0.043999999999999984,2018-12-01,-16001.0,-0.09,1.57
UNH,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,22.0,['Lloyd K. Smucker'],0.007999999999999997,2018-12-01,-8000.5,-0.02,1.01
WY,1.3656716417910448,32500.5,0,1,1,61.0,['Thomas Suozzi'],1.0592592592592591,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,32500.5,1.83,1.17
LINPX,1.0,8000.5,0,1,1,31.0,['Shelley M Capito'],1.1370695970695972,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,2.34,1.09
FDX,1.1825613079019073,75000.5,0,1,1,73.0,['John Hoeven'],1.1088311688311692,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,75000.5,1.37,0.72
NVDA,1.0,8000.5,0,1,1,39.0,['Sheldon Whitehouse'],1.1961510791366916,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,2.24,1.34
PODD,0.0,0.0,0,0,0,-1.0,[],0.0,3.066757493188011,407501.0,0,2,1,93.0,['Tina Smith'],-0.05099999999999998,2018-12-01,-407501.0,0.08,2.22
WMT,4.365671641791045,73001.5,0,3,2,83.33,"['Thomas Suozzi', 'Sheldon Whitehouse']",1.1961510791366916,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,73001.5,3.87,1.24
WAB,1.0,8000.5,0,1,1,65.0,['Shelley M Capito'],1.1370695970695972,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.44,0.84
TJX,1.0,8000.5,0,1,1,46.0,['Susan M Collins'],1.057090909090909,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,1.81,1.27
WFC,1.0,8000.5,0,1,1,86.0,"['A. Mitchell McConnell, Jr.']",0.475,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,8000.5,0.37,1.04
AON,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,31.0,['Susan M Collins'],0.028636363636363616,2018-12-01,-8000.5,-0.06,1.25
F,1.0,8000.5,0,1,1,85.0,['Sheldon Whitehouse'],1.1961510791366916,1.0,8000.5,0,1,1,12.0,['Sheldon Whitehouse'],-0.06925,2018-12-01,0.0,1.15,1.03
RPM,0.0,0.0,0,0,0,-1.0,[],0.0,3.0,83001.0,0,2,1,52.0,['Daniel S Sullivan'],-0.05900000000000001,2018-12-01,-83001.0,0.24,1.16
T,3.0,24001.5,0,3,2,81.33,"['Gary C Peters', 'Sheldon Whitehouse']",1.1961510791366916,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,24001.5,3.0,1.31
NFLX,1.0,8000.5,0,1,1,100.0,['Christopher A Coons'],0.20100000000000004,1.0,8000.5,0,1,1,38.0,['Christopher A Coons'],-0.028999999999999995,2018-12-01,0.0,0.15,1.1
AMZN,1.0006534727408514,32500.5,0,1,1,60.0,['Susan M Collins'],1.057090909090909,0.0,0.0,0,0,0,-1.0,[],0.0,2018-12-01,32500.5,1.46,1.08
WPM,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,2.0,"[""Tom O'Halleran""]",-0.07600000000000001,2018-12-01,-8000.5,0.22,1.76
KHC,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,12.0,['Sheldon Whitehouse'],-0.06925,2018-12-01,-8000.5,0.18,0.63
SYK,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,26.0,['Dean Phillips'],-0.3056410256410257,2019-01-30,-8000.5,0.54,1.2
GPK,1.0,8000.5,0,1,1,13.0,['Susie Lee'],0.78,0.0,0.0,0,0,0,-1.0,[],0.0,2019-01-30,8000.5,1.51,1.34
FANUY,0.0,0.0,0,0,0,-1.0,[],0.0,5.0,40002.5,0,5,3,21.6,"['Josh Gottheimer', 'Donna Shalala', 'Greg Gianforte']",-0.1290909090909091,2019-01-30,-40002.5,1.16,1.1
PAA,1.0,8000.5,0,1,1,55.0,['David A. Trott'],0.085,0.0,0.0,0,0,0,-1.0,[],0.0,2019-01-30,8000.5,0.1,0.79
FSNUY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,40.0,['Greg Gianforte'],-0.2616,2019-01-30,-8000.5,0.38,1.01
ORLY,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,26.0,['Nicholas Van Taylor'],-0.24421052631578946,2019-01-30,-8000.5,0.43,1.21
IQV,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,1.0,['Susie Lee'],-0.42619047619047623,2019-01-30,-8000.5,0.99,1.23
GWW,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,26.0,['Dean Phillips'],-0.3056410256410257,2019-01-30,-8000.5,0.54,1.08
CMG,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,19.0,['Nicholas Van Taylor'],-0.24421052631578946,2019-01-30,-8000.5,0.47,1.65
FSLR,1.0,8000.5,0,1,1,43.0,['Peter Welch'],0.43599999999999994,0.0,0.0,0,0,0,-1.0,[],0.0,2019-01-30,8000.5,0.61,1.0
MCK,1.0,8000.5,0,1,1,26.0,['Dean Phillips'],1.2452380952380953,0.0,0.0,0,0,0,-1.0,[],0.0,2019-01-30,8000.5,2.12,1.19
ADP,0.0,0.0,0,0,0,-1.0,[],0.0,1.0,8000.5,0,1,1,14.0,['Nicholas Van Taylor'],-0.24421052631578946,2019-01-30,-8000.5,0.5,1.28
NTAP,1.0,8000.5,0,1,1,41.0,['David B. McKinley'],1.2661904761904763,1.0,8000.5,0,1,1,26.0,['Dean Phillips'],-0.3056410256410257,2019-01-30,0.0,2.35,0.89
BTI,1.0,8000.5,0,1,1,1.0,['Nicholas Van Taylor'],1.3104761904761906,0.0,0.0,0,0,0,-1.0,[],0.0,2019-01-30,8000.5,2.82,1.37
